record_id,city,area_type,road_type,vehicle_count,avg_speed_kmph,congestion_level,accidents_reported,weather,year,month,day,hour
28,0,2,2,-0.6095353450863616,0.01966104372885642,1,1.2341576695331669,0,2025,1,2,3
29,4,1,0,-0.6414046042076986,-1.7095424504537708,3,1.2341576695331669,0,2025,1,2,4
30,4,1,0,0.8812377760339579,-1.2340114895535483,3,-0.5607196858088442,1,2025,1,2,5
31,2,2,0,-1.3655449920203004,0.6681123540473417,3,-0.5607196858088442,3,2025,1,2,6
32,4,0,2,-1.402725794328527,0.40873182991994755,0,1.2341576695331669,3,2025,1,2,7
33,4,0,2,1.4672780409874326,-0.8881707907170229,0,1.2341576695331669,3,2025,1,2,8
34,1,1,2,0.42090403317020125,1.1004132275929985,0,-0.5607196858088442,2,2025,1,2,9
35,2,2,1,0.011915207779709773,-0.196489393043972,0,-0.5607196858088442,0,2025,1,2,10
36,3,0,3,0.04732549569230644,1.6624043632023524,3,-0.5607196858088442,0,2025,1,2,11
37,2,1,3,-0.6042238018994722,-0.11002921833484063,1,-0.5607196858088442,2,2025,1,2,12
38,3,1,0,0.4775604938303559,-0.8017106160078915,2,1.2341576695331669,0,2025,1,2,13
39,1,2,1,0.31290265503678144,0.8842627908201701,2,1.2341576695331669,0,2025,1,2,14
40,0,1,2,-0.49622242376605236,0.40873182991994755,3,3.029035024875178,2,2025,1,2,15
41,4,0,0,0.9449762942766319,0.7978026161110388,1,-0.5607196858088442,0,2025,1,2,16
42,1,2,1,1.0458956148275325,-0.8881707907170229,2,-0.5607196858088442,3,2025,1,2,17
43,4,0,0,0.16417944580387542,-0.196489393043972,1,-0.5607196858088442,2,2025,1,2,18
44,0,0,1,0.9555993806504108,-1.1043212274898513,3,1.2341576695331669,0,2025,1,2,19
45,0,0,1,0.31467316943241125,0.9274928781747357,0,-0.5607196858088442,3,2025,1,2,20
46,1,1,3,-0.47143522222723466,-1.6230822757446395,1,-0.5607196858088442,1,2025,1,2,21
47,0,1,0,1.0972405323007974,-1.5366221010355081,2,-0.5607196858088442,0,2025,1,2,22
48,3,0,2,1.3663587204365322,0.6681123540473417,2,-0.5607196858088442,2,2025,1,2,23
49,0,0,3,1.017567384497455,-0.4126398298168004,2,-0.5607196858088442,3,2025,1,3,0
50,4,2,3,-0.616617402668881,-0.2397194803985377,0,-0.5607196858088442,1,2025,1,3,1
51,4,2,2,-1.5620720899352118,1.316563664365827,1,-0.5607196858088442,1,2025,1,3,2
52,4,1,1,-1.4576117405930518,1.2733335770112613,1,-0.5607196858088442,0,2025,1,3,3
53,4,1,2,-1.36908602081156,-0.6287902665896288,2,-0.5607196858088442,1,2025,1,3,4
54,3,2,0,0.18896664734269308,-1.7095424504537708,1,-0.5607196858088442,2,2025,1,3,5
55,2,0,2,1.3309484325239356,-1.4501619263263767,2,-0.5607196858088442,1,2025,1,3,6
56,1,1,1,1.240652198346814,-0.196489393043972,1,-0.5607196858088442,0,2025,1,3,7
57,4,0,2,1.0883879603226483,1.5327141011386554,0,1.2341576695331669,1,2025,1,3,8
58,0,2,1,-1.5904003202652892,-0.6720203539441945,0,1.2341576695331669,0,2025,1,3,9
59,4,1,1,1.4300972386792061,0.7978026161110388,3,1.2341576695331669,1,2025,1,3,10
60,0,1,0,-0.20231703409150004,0.8842627908201701,3,-0.5607196858088442,3,2025,1,3,11
61,0,2,2,0.4669374074565769,-0.4991000045259318,3,-0.5607196858088442,0,2025,1,3,12
62,4,1,2,0.20313076250773177,-0.9746309654261542,1,-0.5607196858088442,2,2025,1,3,13
63,3,2,0,-0.6732738633290357,0.01966104372885642,0,1.2341576695331669,2,2025,1,3,14
64,0,1,1,-1.1318370917971625,-0.9314008780715886,0,3.029035024875178,1,2025,1,3,15
65,0,2,2,1.5540332463732944,-1.5798521883900738,0,-0.5607196858088442,3,2025,1,3,16
66,4,1,0,-0.1669067461789034,1.0571831402384329,2,-0.5607196858088442,1,2025,1,3,17
67,0,0,1,-1.3142000745470352,0.01966104372885642,1,-0.5607196858088442,1,2025,1,3,18
68,0,0,0,-1.2681667002606596,-1.1043212274898513,1,-0.5607196858088442,3,2025,1,3,19
69,4,0,2,-1.0362293144331516,0.5816521793382103,3,1.2341576695331669,0,2025,1,3,20
70,4,1,0,1.2477342559293334,1.0139530528838672,2,-0.5607196858088442,2,2025,1,3,21
71,1,1,3,0.2686397951460356,1.3597937517203926,2,-0.5607196858088442,3,2025,1,3,22
72,3,0,1,0.8334338873519523,-1.1043212274898513,0,-0.5607196858088442,1,2025,1,3,23
73,3,0,3,1.0016327549367865,1.6624043632023524,3,-0.5607196858088442,0,2025,1,4,0
74,0,2,3,0.8458274881213612,0.40873182991994755,1,-0.5607196858088442,1,2025,1,4,1
75,3,2,1,0.36778860130130625,-0.8017106160078915,2,-0.5607196858088442,0,2025,1,4,2
76,0,2,1,0.09158835558305227,-0.9746309654261542,0,-0.5607196858088442,2,2025,1,4,3
77,1,0,0,-0.048282281671704556,1.705634450556918,1,-0.5607196858088442,2,2025,1,4,4
78,4,0,1,1.3946869507666095,-1.6663123630992052,0,-0.5607196858088442,0,2025,1,4,5
79,4,0,3,-0.15982468859638405,-0.196489393043972,1,1.2341576695331669,2,2025,1,4,6
80,4,2,3,0.16240893140824558,-0.8881707907170229,0,-0.5607196858088442,1,2025,1,4,7
81,3,1,2,1.1096341330702064,-1.0610911401352856,1,-0.5607196858088442,0,2025,1,4,8
82,1,0,1,0.24562310800284776,1.1436433149475642,3,-0.5607196858088442,1,2025,1,4,9
83,3,1,3,-1.2469205275131017,-0.4558699171713661,1,3.029035024875178,0,2025,1,4,10
84,3,1,2,1.3114727741720074,0.624882266692776,1,1.2341576695331669,1,2025,1,4,11
85,1,1,2,-0.8343906733313505,1.1004132275929985,1,-0.5607196858088442,2,2025,1,4,12
86,1,2,0,-0.6555687193727373,-0.6287902665896288,0,1.2341576695331669,3,2025,1,4,13
87,1,1,3,0.5554631272380686,0.7113424414019074,2,-0.5607196858088442,1,2025,1,4,14
88,1,0,0,1.6301653653853774,1.2301034896566956,1,1.2341576695331669,0,2025,1,4,15
89,4,2,3,-0.6661918057465164,-1.6663123630992052,1,1.2341576695331669,2,2025,1,4,16
90,2,0,0,-0.4218608191495994,0.6681123540473417,3,1.2341576695331669,0,2025,1,4,17
91,2,0,0,0.5395284976774001,0.9274928781747357,1,-0.5607196858088442,1,2025,1,4,18
92,1,2,1,1.538098616812626,-0.28294956775310337,3,-0.5607196858088442,0,2025,1,4,19
93,2,0,0,-1.041540857620041,0.6681123540473417,1,1.2341576695331669,0,2025,1,4,20
94,2,0,1,0.953828866254781,0.624882266692776,0,-0.5607196858088442,1,2025,1,4,21
95,1,2,2,-1.5974823778478087,-0.8881707907170229,2,-0.5607196858088442,2,2025,1,4,22
96,2,0,3,-1.1831820092704277,0.40873182991994755,2,-0.5607196858088442,2,2025,1,4,23
97,3,1,2,0.11991658591312959,-0.6720203539441945,2,1.2341576695331669,1,2025,1,5,0
98,0,0,3,-1.1548537789403504,-0.6720203539441945,0,-0.5607196858088442,2,2025,1,5,1
99,0,1,2,-1.6594503816948527,0.5384220919836447,3,-0.5607196858088442,3,2025,1,5,2
100,1,0,3,0.20313076250773177,-1.147551314844417,2,-0.5607196858088442,0,2025,1,5,3
101,4,2,0,1.2990791734025986,0.8410327034656044,0,-0.5607196858088442,1,2025,1,5,4
102,1,2,3,-1.4416771110323834,0.10612121843798779,0,-0.5607196858088442,3,2025,1,5,5
103,4,0,3,1.1574380217522118,0.9274928781747357,1,1.2341576695331669,0,2025,1,5,6
104,0,2,2,-0.8627189036614278,1.5327141011386554,3,-0.5607196858088442,1,2025,1,5,7
105,1,0,2,1.081305902740129,1.2301034896566956,0,1.2341576695331669,2,2025,1,5,8
106,3,2,2,-1.615187521804107,0.9707229655293014,3,-0.5607196858088442,1,2025,1,5,9
107,2,1,1,-1.190264066852947,-1.6663123630992052,2,-0.5607196858088442,1,2025,1,5,10
108,4,0,1,1.538098616812626,0.5816521793382103,2,-0.5607196858088442,0,2025,1,5,11
109,2,1,3,0.7236619948229027,-1.0610911401352856,2,-0.5607196858088442,0,2025,1,5,12
110,2,1,3,0.20667179129899144,0.624882266692776,1,1.2341576695331669,0,2025,1,5,13
111,1,0,0,1.6089191926378192,0.10612121843798779,1,1.2341576695331669,3,2025,1,5,14
112,2,1,0,1.1963893384560682,0.8842627908201701,3,-0.5607196858088442,2,2025,1,5,15
113,3,0,3,1.293767630215709,-0.11002921833484063,3,-0.5607196858088442,1,2025,1,5,16
114,2,1,1,1.399998493953499,0.19258139314711914,1,1.2341576695331669,1,2025,1,5,17
115,1,0,3,-0.5156980821179805,0.45196191727451324,0,-0.5607196858088442,2,2025,1,5,18
116,3,0,0,0.03847292371415727,0.0628911310834221,3,1.2341576695331669,1,2025,1,5,19
117,0,2,1,-0.45373007827093637,-0.7152504412987601,3,1.2341576695331669,0,2025,1,5,20
118,2,0,1,0.18896664734269308,-0.4558699171713661,2,1.2341576695331669,1,2025,1,5,21
119,1,0,0,-0.03411816650666589,-0.15325930568940632,3,6.6187897355592,2,2025,1,5,22
120,0,1,3,-0.23772732200409671,0.5384220919836447,3,1.2341576695331669,3,2025,1,5,23
121,0,0,2,-0.5705840283825053,0.9707229655293014,0,-0.5607196858088442,3,2025,1,6,0
122,4,2,3,1.4035395227447587,-1.277241576908114,3,1.2341576695331669,2,2025,1,6,1
123,3,1,3,-0.595371229921323,1.6191742758477867,0,-0.5607196858088442,1,2025,1,6,2
124,2,1,0,0.18896664734269308,-0.7584805286533258,2,-0.5607196858088442,1,2025,1,6,3
125,1,2,1,-1.6683029536730019,1.705634450556918,1,-0.5607196858088442,3,2025,1,6,4
126,4,1,0,0.1464743018475771,0.40873182991994755,2,-0.5607196858088442,1,2025,1,6,5
127,3,1,3,1.1096341330702064,0.624882266692776,0,-0.5607196858088442,3,2025,1,6,6
128,4,1,2,0.8104172002087645,0.624882266692776,0,-0.5607196858088442,2,2025,1,6,7
129,3,1,2,-1.4859399709231291,-1.5798521883900738,3,-0.5607196858088442,2,2025,1,6,8
130,3,2,2,-0.13857851584882605,0.5816521793382103,3,-0.5607196858088442,1,2025,1,6,9
131,2,2,0,0.2934269966848532,0.8842627908201701,1,-0.5607196858088442,0,2025,1,6,10
132,3,1,1,-0.9423920514647703,1.6191742758477867,0,1.2341576695331669,0,2025,1,6,11
133,4,1,0,1.1946188240604383,-1.5366221010355081,0,-0.5607196858088442,3,2025,1,6,12
134,3,2,2,-0.19700549090461053,-0.9746309654261542,2,-0.5607196858088442,2,2025,1,6,13
135,2,2,3,1.1804547088953996,0.14935130579255346,1,-0.5607196858088442,3,2025,1,6,14
136,2,2,1,-0.03942970969355539,-0.4126398298168004,2,-0.5607196858088442,2,2025,1,6,15
137,4,1,0,-0.2111696060696492,-0.8449407033624572,3,-0.5607196858088442,3,2025,1,6,16
138,0,1,0,0.9573698950460408,0.2790415678562505,3,-0.5607196858088442,3,2025,1,6,17
139,0,0,1,-0.10493874233185922,-0.4558699171713661,2,-0.5607196858088442,3,2025,1,6,18
140,3,2,1,0.06326012525297493,0.624882266692776,3,1.2341576695331669,1,2025,1,6,19
141,1,1,3,0.02253829415348877,1.18687340230213,2,-0.5607196858088442,0,2025,1,6,20
142,3,2,1,-0.37936847365448334,1.2301034896566956,0,1.2341576695331669,2,2025,1,6,21
143,4,1,3,-1.3177411033382949,0.01966104372885642,0,-0.5607196858088442,3,2025,1,6,22
144,4,2,2,-0.9105227923434334,0.19258139314711914,3,-0.5607196858088442,0,2025,1,6,23
145,4,1,2,-1.0734101167413779,1.446253926429524,1,-0.5607196858088442,3,2025,1,7,0
146,4,0,0,0.24562310800284776,1.705634450556918,0,1.2341576695331669,3,2025,1,7,1
147,4,0,2,-0.8839650764089858,-0.4558699171713661,3,-0.5607196858088442,2,2025,1,7,2
148,2,2,2,0.12876915789127877,1.575944188493221,1,1.2341576695331669,1,2025,1,7,3
149,0,1,3,1.2211765399948857,0.19258139314711914,3,-0.5607196858088442,3,2025,1,7,4
150,4,1,0,1.0352725284537534,0.19258139314711914,2,1.2341576695331669,2,2025,1,7,5
151,1,2,1,0.9839276109804882,1.6624043632023524,3,-0.5607196858088442,1,2025,1,7,6
152,1,1,0,1.378752321205941,0.19258139314711914,2,-0.5607196858088442,1,2025,1,7,7
153,1,2,2,0.6528414189977094,0.624882266692776,0,1.2341576695331669,0,2025,1,7,8
154,1,1,1,-1.0468524008069304,0.7978026161110388,0,-0.5607196858088442,0,2025,1,7,9
155,2,2,0,-1.2256743547655435,-1.5366221010355081,3,-0.5607196858088442,3,2025,1,7,10
156,1,1,0,-1.5603015755395822,-0.36940974246223474,1,-0.5607196858088442,0,2025,1,7,11
157,4,2,0,-0.2271042356303177,-1.4933920136809424,3,-0.5607196858088442,2,2025,1,7,12
158,3,1,0,-0.06067588244111339,-0.6287902665896288,3,1.2341576695331669,2,2025,1,7,13
159,1,0,3,-0.8113739861881627,-0.15325930568940632,0,-0.5607196858088442,0,2025,1,7,14
160,2,1,0,1.5239345016475874,-1.1907814021989827,0,1.2341576695331669,2,2025,1,7,15
161,2,2,2,0.21021282009025108,1.2301034896566956,3,1.2341576695331669,2,2025,1,7,16
162,1,0,2,-0.09608617035371005,-0.6720203539441945,0,-0.5607196858088442,3,2025,1,7,17
163,3,1,3,-1.2398384699305822,-1.1907814021989827,2,1.2341576695331669,3,2025,1,7,18
164,1,0,1,-0.499763452557312,-0.8881707907170229,3,-0.5607196858088442,2,2025,1,7,19
165,2,1,1,0.879467261638328,1.3597937517203926,0,-0.5607196858088442,0,2025,1,7,20
166,0,0,2,-1.36908602081156,0.8410327034656044,3,3.029035024875178,2,2025,1,7,21
167,4,2,2,0.5607746704249581,1.4030238390749583,0,1.2341576695331669,1,2025,1,7,22
168,2,1,3,-0.45373007827093637,-0.8449407033624572,2,-0.5607196858088442,1,2025,1,7,23
169,1,1,1,0.8759262328470684,0.8842627908201701,2,1.2341576695331669,1,2025,1,8,0
170,4,2,1,1.4814421561524713,1.6624043632023524,3,-0.5607196858088442,3,2025,1,8,1
171,1,0,0,-1.1406896637753117,-0.6287902665896288,2,-0.5607196858088442,0,2025,1,8,2
172,1,2,0,-1.4062668231197866,0.5816521793382103,2,-0.5607196858088442,2,2025,1,8,3
173,0,2,0,-1.4700053413624605,0.0628911310834221,0,1.2341576695331669,0,2025,1,8,4
174,4,0,3,-0.9264574219041019,-1.277241576908114,3,-0.5607196858088442,0,2025,1,8,5
175,4,2,2,-1.5656131187264717,-0.15325930568940632,0,1.2341576695331669,0,2025,1,8,6
176,0,1,3,-1.68954912642056,-1.277241576908114,0,1.2341576695331669,1,2025,1,8,7
177,2,1,1,0.24385259360721792,-0.5855601792350631,1,-0.5607196858088442,2,2025,1,8,8
178,1,1,2,-0.6183879170645108,-0.28294956775310337,2,-0.5607196858088442,3,2025,1,8,9
179,3,2,0,1.3486535764802339,-0.11002921833484063,0,-0.5607196858088442,0,2025,1,8,10
180,1,1,3,-1.1743294372922786,0.8842627908201701,0,-0.5607196858088442,0,2025,1,8,11
181,1,1,3,1.49383575692188,0.5384220919836447,0,1.2341576695331669,1,2025,1,8,12
182,2,1,0,-0.5263211684917595,1.0571831402384329,2,1.2341576695331669,1,2025,1,8,13
183,1,1,3,-0.701602093659113,-1.6230822757446395,2,-0.5607196858088442,2,2025,1,8,14
184,0,1,0,-1.5001040860881678,1.1436433149475642,2,-0.5607196858088442,3,2025,1,8,15
185,0,1,1,-0.9105227923434334,-0.5423300918804974,3,-0.5607196858088442,3,2025,1,8,16
186,4,2,2,0.11814607151749977,-1.147551314844417,0,-0.5607196858088442,1,2025,1,8,17
187,3,1,1,-0.1846118901352017,0.4951920046290789,2,-0.5607196858088442,2,2025,1,8,18
188,1,1,1,-1.6382042089472948,-0.4558699171713661,0,1.2341576695331669,0,2025,1,8,19
189,1,0,0,1.0547481868056816,0.7545725287564731,3,-0.5607196858088442,2,2025,1,8,20
190,2,2,3,0.21729487767277042,0.5816521793382103,1,-0.5607196858088442,3,2025,1,8,21
191,0,2,1,-1.2115102396005049,1.2301034896566956,3,1.2341576695331669,1,2025,1,8,22
192,3,2,1,0.17126150338639476,-1.1043212274898513,2,1.2341576695331669,0,2025,1,8,23
193,4,2,1,-1.0486229152025603,-0.11002921833484063,2,-0.5607196858088442,0,2025,1,9,0
194,0,1,3,-1.15839480773161,1.6191742758477867,3,-0.5607196858088442,3,2025,1,9,1
195,4,1,3,-0.3581223009069254,-1.147551314844417,0,-0.5607196858088442,0,2025,1,9,2
196,2,0,0,-1.022065199268113,0.7113424414019074,2,-0.5607196858088442,2,2025,1,9,3
197,2,0,1,-1.2469205275131017,0.7978026161110388,2,-0.5607196858088442,3,2025,1,9,4
198,1,2,2,-0.9246869075084719,-1.406931838971811,3,-0.5607196858088442,3,2025,1,9,5
199,3,0,3,-1.6081054642215875,1.3597937517203926,0,1.2341576695331669,0,2025,1,9,6
200,4,0,0,1.2884560870288195,-0.9314008780715886,3,-0.5607196858088442,3,2025,1,9,7
201,0,2,1,-0.36166332969818504,-0.36940974246223474,3,-0.5607196858088442,1,2025,1,9,8
202,2,2,2,0.1995897337164721,-0.4991000045259318,0,-0.5607196858088442,2,2025,1,9,9
203,1,0,3,-0.4519595638753065,0.01966104372885642,0,-0.5607196858088442,3,2025,1,9,10
204,1,1,2,1.665575653297974,1.4894840137840897,1,-0.5607196858088442,1,2025,1,9,11
205,4,0,3,1.4690485553830626,0.19258139314711914,3,-0.5607196858088442,0,2025,1,9,12
206,2,0,0,1.0193378988930848,-1.1907814021989827,0,-0.5607196858088442,3,2025,1,9,13
207,3,1,2,0.7024158220753447,-0.5855601792350631,2,-0.5607196858088442,1,2025,1,9,14
208,2,1,1,-1.613417007408477,-0.9314008780715886,1,-0.5607196858088442,0,2025,1,9,15
209,4,2,1,-0.8485547884963892,-0.6287902665896288,3,-0.5607196858088442,1,2025,1,9,16
210,4,2,3,0.35362448613626757,0.5384220919836447,0,1.2341576695331669,0,2025,1,9,17
211,2,0,1,0.07919475481364344,0.45196191727451324,1,1.2341576695331669,2,2025,1,9,18
212,4,1,2,0.37310014448819573,-0.15325930568940632,1,1.2341576695331669,3,2025,1,9,19
213,2,2,0,-0.9317689650909913,-1.3637017516172454,2,-0.5607196858088442,2,2025,1,9,20
214,0,0,3,0.6068080447113338,0.4951920046290789,1,-0.5607196858088442,2,2025,1,9,21
215,2,1,2,1.1043225898833169,0.5816521793382103,3,-0.5607196858088442,3,2025,1,9,22
216,2,0,3,-1.3159705889426652,-1.6230822757446395,0,-0.5607196858088442,2,2025,1,9,23
217,4,2,0,-1.5337438596051347,1.2301034896566956,1,-0.5607196858088442,2,2025,1,10,0
218,4,2,3,-1.4222014526804552,-1.406931838971811,1,-0.5607196858088442,1,2025,1,10,1
219,1,1,1,-1.6930901552118196,-1.147551314844417,3,-0.5607196858088442,0,2025,1,10,2
220,1,0,1,0.017226750966599272,-1.6230822757446395,2,-0.5607196858088442,2,2025,1,10,3
221,0,1,3,-0.40061464640204136,-0.7152504412987601,2,1.2341576695331669,3,2025,1,10,4
222,1,2,0,-0.7423239247585992,-1.1907814021989827,0,-0.5607196858088442,1,2025,1,10,5
223,2,2,0,-1.200887153226726,0.10612121843798779,3,-0.5607196858088442,0,2025,1,10,6
224,4,0,1,0.7218914804272729,-0.4991000045259318,2,1.2341576695331669,2,2025,1,10,7
225,1,0,0,1.2247175687861456,1.3597937517203926,0,-0.5607196858088442,2,2025,1,10,8
226,1,0,3,-0.28021966749921273,0.45196191727451324,0,-0.5607196858088442,3,2025,1,10,9
227,0,1,2,1.1184867050483556,0.0628911310834221,2,-0.5607196858088442,2,2025,1,10,10
228,0,0,3,0.006603664592820273,-0.4126398298168004,3,-0.5607196858088442,3,2025,1,10,11
229,2,0,1,0.16240893140824558,0.9707229655293014,1,-0.5607196858088442,2,2025,1,10,12
230,4,2,1,-0.3492697289287762,-0.6287902665896288,2,-0.5607196858088442,2,2025,1,10,13
231,0,2,1,0.5466105552599194,-0.9746309654261542,1,1.2341576695331669,3,2025,1,10,14
232,1,0,0,-0.9282279362997317,0.7113424414019074,1,-0.5607196858088442,0,2025,1,10,15
233,4,0,3,-0.5493378556349473,-1.4501619263263767,3,-0.5607196858088442,1,2025,1,10,16
234,4,2,2,0.8706146896601789,0.3222716552108162,3,-0.5607196858088442,3,2025,1,10,17
235,1,0,3,-0.01641302255036756,1.705634450556918,0,1.2341576695331669,0,2025,1,10,18
236,0,1,2,-0.563501970799986,0.8410327034656044,3,-0.5607196858088442,0,2025,1,10,19
237,1,1,3,0.5041182097648034,-0.32617965510766905,0,1.2341576695331669,3,2025,1,10,20
238,4,1,1,-0.5139275677223507,-1.6230822757446395,2,1.2341576695331669,1,2025,1,10,21
239,3,0,2,0.01014469338407994,-1.5798521883900738,1,1.2341576695331669,3,2025,1,10,22
240,3,2,3,-1.6116464930128473,-1.5798521883900738,3,-0.5607196858088442,2,2025,1,10,23
241,2,0,0,-0.8042919286056434,0.0628911310834221,2,-0.5607196858088442,2,2025,1,11,0
242,1,0,0,-1.5585310611439522,-1.3637017516172454,0,-0.5607196858088442,0,2025,1,11,1
243,1,2,3,0.5466105552599194,0.45196191727451324,3,-0.5607196858088442,2,2025,1,11,2
244,2,2,1,-0.3970736176107817,-1.01786105278072,1,-0.5607196858088442,1,2025,1,11,3
245,2,2,2,-1.7231888999375267,-1.01786105278072,2,-0.5607196858088442,3,2025,1,11,4
246,2,1,3,-1.094656289488936,-0.8881707907170229,3,-0.5607196858088442,1,2025,1,11,5
247,4,0,0,0.6014965015244442,-1.147551314844417,3,1.2341576695331669,0,2025,1,11,6
248,1,2,2,1.253045799116223,-0.8017106160078915,2,-0.5607196858088442,2,2025,1,11,7
249,4,0,0,-1.3867911647678584,0.4951920046290789,0,-0.5607196858088442,2,2025,1,11,8
250,2,1,0,0.2633282519591461,-0.5855601792350631,0,1.2341576695331669,3,2025,1,11,9
251,1,1,3,1.2672099142812616,0.10612121843798779,3,-0.5607196858088442,1,2025,1,11,10
252,4,2,0,-0.21825166365216855,-1.6230822757446395,0,-0.5607196858088442,1,2025,1,11,11
253,4,2,2,0.5112002673473227,-1.406931838971811,0,-0.5607196858088442,3,2025,1,11,12
254,2,0,1,-0.9689497673992178,-1.3204716642626797,2,1.2341576695331669,2,2025,1,11,13
255,1,2,3,0.3925758028401239,-0.4991000045259318,0,-0.5607196858088442,0,2025,1,11,14
256,2,0,2,-0.22887475002594754,-0.023569043625709264,0,-0.5607196858088442,0,2025,1,11,15
257,1,2,3,-1.3478398480640021,1.0571831402384329,2,-0.5607196858088442,3,2025,1,11,16
258,3,0,0,-0.8149150149794223,-0.8449407033624572,3,1.2341576695331669,3,2025,1,11,17
259,0,0,0,1.2459637415337035,-0.7152504412987601,3,1.2341576695331669,3,2025,1,11,18
260,0,0,2,-1.1229845198190134,1.4030238390749583,2,3.029035024875178,1,2025,1,11,19
261,0,0,2,-0.6467161473945882,0.8410327034656044,1,3.029035024875178,2,2025,1,11,20
262,2,1,1,0.06503063964860477,-0.6287902665896288,2,1.2341576695331669,2,2025,1,11,21
263,3,0,2,1.0423545860362726,-1.3637017516172454,1,1.2341576695331669,3,2025,1,11,22
264,1,2,2,1.0547481868056816,-0.8881707907170229,0,-0.5607196858088442,0,2025,1,11,23
265,4,1,3,-0.10847977112311888,0.6681123540473417,3,-0.5607196858088442,1,2025,1,12,0
266,1,1,0,0.8068761714175049,-0.196489393043972,1,3.029035024875178,3,2025,1,12,1
267,4,0,2,1.1609790505434716,-0.196489393043972,1,-0.5607196858088442,1,2025,1,12,2
268,1,1,1,0.3483129429493781,1.4030238390749583,0,-0.5607196858088442,3,2025,1,12,3
269,3,0,2,-1.4646937981755712,-0.8017106160078915,3,-0.5607196858088442,1,2025,1,12,4
270,4,2,0,-0.20762857727838954,-1.7095424504537708,0,-0.5607196858088442,0,2025,1,12,5
271,2,0,2,0.2898859678935936,1.2301034896566956,3,-0.5607196858088442,0,2025,1,12,6
272,1,1,3,1.3415715188977144,1.4030238390749583,3,-0.5607196858088442,0,2025,1,12,7
273,1,2,0,0.33060779899307974,-0.15325930568940632,0,-0.5607196858088442,0,2025,1,12,8
274,4,0,2,-0.9636382242123284,1.3597937517203926,1,-0.5607196858088442,2,2025,1,12,9
275,2,2,3,1.421244666701057,-1.1907814021989827,2,-0.5607196858088442,2,2025,1,12,10
276,2,2,0,0.8971724055946264,0.10612121843798779,3,1.2341576695331669,1,2025,1,12,11
277,3,1,2,-0.9299984506953615,-0.15325930568940632,3,-0.5607196858088442,3,2025,1,12,12
278,2,2,3,1.355735634062753,1.446253926429524,2,-0.5607196858088442,2,2025,1,12,13
279,2,1,1,0.11637555712186994,-0.6720203539441945,2,-0.5607196858088442,3,2025,1,12,14
280,2,2,3,-0.9122933067390632,-0.8449407033624572,0,-0.5607196858088442,1,2025,1,12,15
281,0,0,1,-0.7635700975061571,0.01966104372885642,3,-0.5607196858088442,3,2025,1,12,16
